gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
M,KW,KuwaIT,MiddleSchool,G-08,C,Spanish,S,Mum,0.4490092880421678,51,46,34,Yes,Good,Under-7,M
M,lebanon,lebanon,MiddleSchool,G-08,C,Spanish,S,Father,0.9579796629717131,69,41,13,Yes,Good,Under-7,M
M,lebanon,lebanon,MiddleSchool,G-08,C,Spanish,S,Father,1.0293011028247459,51,40,24,No,Good,Under-7,M
M,KW,KuwaIT,MiddleSchool,G-08,B,Spanish,S,Father,0.5824152507738477,61,82,40,Yes,Bad,Under-7,M
M,KW,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Mum,0.8364839065394598,83,12,90,Yes,Good,Under-7,H
M,KW,KuwaIT,MiddleSchool,G-08,B,Spanish,S,Mum,1.1915115528738685,81,22,70,Yes,Bad,Under-7,H
M,KW,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Mum,0.8364839065394598,90,12,30,No,Bad,Under-7,M
M,KW,KuwaIT,MiddleSchool,G-08,B,Spanish,S,Father,-1.7839425298811722,11,62,30,No,Bad,Under-7,L
M,KW,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Father,-1.541578084962496,3,2,10,Yes,Good,Under-7,L
M,KW,KuwaIT,HighSchool,G-11,B,Math,S,Mum,0.8610573034649669,84,77,81,Yes,Good,Above-7,H
M,KW,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Father,-1.541578084962496,17,21,10,No,Bad,Above-7,L
M,Iran,Iran,MiddleSchool,G-08,A,Spanish,S,Mum,0.28233175050114323,42,12,29,No,Bad,Above-7,M
M,Syria,Jordan,MiddleSchool,G-08,A,Spanish,S,Father,-1.289393887528953,7,21,20,Yes,Good,Above-7,L
M,Syria,Syria,MiddleSchool,G-07,A,Quran,F,Father,-0.8032984776052107,72,15,50,Yes,Good,Above-7,M
F,Jordan,Jordan,MiddleSchool,G-07,B,Science,S,Mum,-0.3089675767860047,80,58,46,Yes,Good,Above-7,M
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Mum,-0.3089675767860047,60,58,66,Yes,Good,Above-7,M
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Father,-1.1278678741743022,8,18,26,No,Bad,Above-7,L
M,Jordan,Jordan,MiddleSchool,G-07,B,Science,S,Father,0.310653829929388,10,13,6,No,Bad,Above-7,L
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Father,0.8364839065394598,80,58,66,Yes,Good,Above-7,M
F,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Mum,0.8364839065394598,80,58,66,Yes,Good,Above-7,M
M,Egypt,Egypt,MiddleSchool,G-07,B,Science,S,Mum,1.3040598311102058,80,88,76,Yes,Good,Under-7,H
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Mum,0.8364839065394598,80,98,96,Yes,Bad,Under-7,H
M,Egypt,Egypt,MiddleSchool,G-07,B,Science,S,Father,0.8364839065394598,80,58,86,Yes,Good,Under-7,M
M,KW,KuwaIT,MiddleSchool,G-07,B,Science,S,Father,-0.679404233156746,20,18,6,No,Bad,Above-7,L
M,Egypt,KuwaIT,MiddleSchool,G-07,B,Science,S,Father,-1.1278678741743022,20,38,46,No,Bad,Above-7,M
M,KW,KuwaIT,MiddleSchool,G-07,B,IT,S,Mum,0.786906932969519,92,83,85,Yes,Bad,Under-7,H
F,KW,KuwaIT,MiddleSchool,G-06,A,IT,S,Father,0.25377890417769816,40,52,66,Yes,Bad,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-06,A,Science,S,Father,1.0293011028247459,94,62,77,Yes,Good,Under-7,H
F,KW,KuwaIT,MiddleSchool,G-06,A,Math,S,Father,1.1915115528738685,48,82,96,No,Bad,Above-7,M
F,KW,KuwaIT,MiddleSchool,G-06,A,Quran,S,Father,0.786906932969519,40,2,16,No,Bad,Above-7,L
M,KW,KuwaIT,lowerlevel,G-04,A,IT,S,Father,0.6603164022078486,86,62,40,No,Good,Above-7,M
M,KW,KuwaIT,lowerlevel,G-04,A,Math,S,Father,-0.9814856689954656,6,32,40,Yes,Good,Under-7,H
M,Egypt,Egypt,lowerlevel,G-04,A,English,S,Mum,-0.8032984776052107,74,32,17,No,Good,Above-7,L
F,KW,KuwaIT,lowerlevel,G-04,A,Science,S,Father,0.7618976162302694,76,82,94,No,Bad,Under-7,M
M,KW,KuwaIT,lowerlevel,G-04,A,Arabic,S,Father,-0.07763815293064191,26,12,44,No,Bad,Above-7,L
M,KW,KuwaIT,lowerlevel,G-04,A,English,S,Father,0.5029322983584925,97,42,70,Yes,Good,Under-7,H
M,KW,KuwaIT,lowerlevel,G-04,A,History,S,Father,-1.2335279956744012,17,12,40,Yes,Good,Under-7,H
F,KW,KuwaIT,lowerlevel,G-04,A,History,S,Mum,1.0293011028247459,87,72,60,No,Good,Under-7,H
F,KW,KuwaIT,lowerlevel,G-04,A,History,S,Father,0.786906932969519,99,66,65,No,Good,Under-7,M
F,KW,KuwaIT,lowerlevel,G-04,A,History,S,Father,1.0293011028247459,97,86,95,Yes,Good,Under-7,M
M,KW,KuwaIT,lowerlevel,G-04,A,English,S,Mum,0.7618976162302694,34,12,17,No,Bad,Above-7,L
M,KW,KuwaIT,lowerlevel,G-04,A,History,S,Father,-1.2335279956744012,17,12,14,No,Bad,Above-7,L
M,KW,KuwaIT,lowerlevel,G-04,A,History,S,Father,0.5561020311187614,97,82,64,Yes,Bad,Above-7,M
F,KW,KuwaIT,lowerlevel,G-04,A,History,S,Mum,-0.7198999093534185,27,52,34,Yes,Good,Above-7,M
M,Egypt,Egypt,lowerlevel,G-04,A,Math,S,Mum,0.22498882936987286,94,42,7,No,Bad,Above-7,M
F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,0.786906932969519,64,42,32,No,Bad,Under-7,M
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,1.0056531023589537,84,82,37,No,Bad,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,-0.8032984776052107,80,12,17,Yes,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,-1.1797679172490236,70,32,29,Yes,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,-1.2335279956744012,8,10,10,Yes,Bad,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,-0.8463153439817019,28,40,20,Yes,Bad,Above-7,M
F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,1.259354588329749,84,52,30,No,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,1.3040598311102058,81,32,36,No,Good,Under-7,M
M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,0.016201099659696676,21,2,16,No,Bad,Under-7,M
M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,-0.679404233156746,20,6,26,No,Bad,Under-7,H
F,lebanon,lebanon,MiddleSchool,G-06,A,English,F,Mum,1.370364239978817,82,82,70,Yes,Good,Under-7,H
F,lebanon,lebanon,MiddleSchool,G-06,A,English,S,Mum,1.259354588329749,62,80,60,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-06,A,English,F,Mum,0.8364839065394598,21,22,26,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,1.3040598311102058,31,42,27,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-06,A,English,F,Mum,1.0762306172234153,31,52,25,No,Good,Under-7,M
M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,0.8364839065394598,41,46,27,No,Good,Under-7,M
M,Iraq,Iraq,MiddleSchool,G-06,A,English,F,Mum,0.8854909774142746,71,56,37,No,Good,Under-7,H
M,Iraq,Iraq,MiddleSchool,G-06,A,English,S,Mum,0.8854909774142746,60,56,37,No,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,1.370364239978817,94,72,80,No,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,1.4140822107171915,87,82,86,No,Good,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,-0.046038461808359424,38,32,36,No,Bad,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Father,-0.014762344980962292,39,35,39,Yes,Bad,Above-7,M
F,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Mum,0.28233175050114323,79,85,89,Yes,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,1.0528262326771531,79,91,85,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-06,A,English,F,Mum,0.8117680569648795,70,65,69,Yes,Good,Under-7,M
M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,0.9097875701521708,71,76,80,Yes,Good,Under-7,M
F,Jordan,Jordan,lowerlevel,G-04,A,Science,F,Father,0.22498882936987286,36,32,44,No,Bad,Above-7,L
F,Jordan,Jordan,lowerlevel,G-04,A,Science,S,Father,0.016201099659696676,24,12,24,No,Bad,Above-7,L
F,Palestine,Palestine,lowerlevel,G-04,A,Science,F,Mum,1.259354588329749,86,82,74,Yes,Good,Under-7,H
F,Palestine,Palestine,lowerlevel,G-04,A,Science,S,Mum,0.5824152507738477,64,72,84,Yes,Good,Under-7,H
M,Iraq,Iraq,lowerlevel,G-04,A,Science,F,Father,1.259354588329749,86,82,74,Yes,Good,Above-7,M
M,Iraq,Iraq,lowerlevel,G-04,A,Science,S,Father,0.5824152507738477,64,72,84,Yes,Good,Above-7,M
F,Jordan,Jordan,lowerlevel,G-04,A,Science,F,Mum,1.4357999417883758,87,86,84,No,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-04,A,Science,S,Mum,0.8364839065394598,74,82,89,No,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-04,A,Science,F,Father,-0.8463153439817019,17,26,34,No,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-04,A,Science,S,Father,-0.3089675767860047,14,32,29,No,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-04,A,Science,F,Father,-1.2335279956744012,12,20,13,No,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-04,A,Science,S,Father,-0.679404233156746,34,15,9,No,Bad,Above-7,L
F,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Mum,-1.1797679172490236,20,21,23,No,Bad,Under-7,M
F,Jordan,Jordan,lowerlevel,G-04,B,Science,S,Mum,-1.1278678741743022,44,25,39,No,Bad,Under-7,M
F,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Father,-0.9814856689954656,50,24,43,Yes,Bad,Under-7,M
F,Jordan,Jordan,lowerlevel,G-04,B,Science,S,Father,-0.3089675767860047,44,29,89,Yes,Bad,Under-7,M
M,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Mum,0.6603164022078486,59,74,83,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-04,B,Science,S,Mum,0.8364839065394598,64,59,89,Yes,Good,Under-7,H
M,Palestine,Jordan,lowerlevel,G-04,B,Science,F,Mum,1.370364239978817,57,74,89,Yes,Good,Above-7,M
M,Palestine,Jordan,lowerlevel,G-04,B,Science,S,Mum,1.0762306172234153,84,79,79,Yes,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Father,-0.5621667637453481,29,34,33,No,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-04,B,Science,S,Father,0.016201099659696676,34,29,39,No,Good,Above-7,M
F,Jordan,Jordan,lowerlevel,G-04,B,Science,F,Mum,0.3942957803829065,79,44,43,Yes,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-04,B,Science,S,Mum,0.5824152507738477,64,69,49,Yes,Good,Under-7,H
F,Jordan,lebanon,lowerlevel,G-04,B,Science,F,Mum,0.9818800414556953,88,74,83,Yes,Good,Under-7,H
F,Jordan,lebanon,lowerlevel,G-04,B,Science,S,Mum,0.8364839065394598,84,89,89,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,A,French,F,Mum,0.5296091148891158,92,83,23,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,A,French,S,Mum,0.25377890417769816,90,83,13,Yes,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-02,A,French,F,Mum,0.5296091148891158,97,13,3,Yes,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-02,A,French,S,Mum,0.25377890417769816,95,23,10,Yes,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-02,A,French,F,Mum,0.5296091148891158,87,23,11,Yes,Good,Above-7,M
F,Jordan,Jordan,lowerlevel,G-02,A,French,S,Mum,0.25377890417769816,80,20,15,Yes,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,A,French,F,Father,-1.2335279956744012,15,10,21,No,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-02,A,French,S,Father,-0.37877727384669646,10,20,5,No,Bad,Above-7,L
M,Syria,Syria,lowerlevel,G-02,A,French,F,Father,-0.6005788551960278,35,18,31,No,Bad,Under-7,M
M,Syria,Syria,lowerlevel,G-02,A,French,S,Father,-0.487165831282219,20,33,35,No,Bad,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,A,French,F,Father,-1.2335279956744012,15,10,21,No,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-02,A,French,S,Father,-0.37877727384669646,10,20,5,No,Bad,Above-7,L
F,Jordan,Palestine,lowerlevel,G-02,A,French,F,Mum,1.0293011028247459,77,63,83,Yes,Good,Under-7,M
F,Jordan,Palestine,lowerlevel,G-02,A,French,S,Mum,0.9097875701521708,85,73,80,Yes,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,A,French,F,Father,-0.046038461808359424,7,50,41,No,Good,Above-7,L
M,Jordan,Jordan,lowerlevel,G-02,A,French,S,Father,-0.2075152144348403,2,29,33,No,Good,Above-7,L
F,Jordan,Jordan,lowerlevel,G-02,A,French,F,Mum,-1.2335279956744012,90,30,21,No,Good,Under-7,M
F,Jordan,Jordan,lowerlevel,G-02,A,French,S,Mum,-0.5621667637453481,80,29,23,No,Good,Under-7,M
M,Lybia,Lybia,lowerlevel,G-02,A,French,F,Mum,-1.2335279956744012,8,9,3,No,Good,Above-7,L
M,Lybia,Lybia,lowerlevel,G-02,A,French,S,Mum,-0.9814856689954656,7,12,7,No,Good,Above-7,L
F,Palestine,Jordan,lowerlevel,G-02,A,French,F,Mum,0.786906932969519,90,20,21,No,Good,Under-7,M
F,Palestine,Jordan,lowerlevel,G-02,A,French,S,Mum,0.9097875701521708,80,15,20,No,Good,Under-7,M
F,Palestine,Jordan,lowerlevel,G-02,B,French,F,Father,0.9818800414556953,98,10,11,No,Good,Under-7,M
F,Palestine,Jordan,lowerlevel,G-02,B,French,S,Father,1.0056531023589537,89,11,14,No,Good,Under-7,M
F,Iraq,Iraq,lowerlevel,G-02,B,French,F,Father,-0.9353260194060129,90,15,11,No,Good,Under-7,M
F,Iraq,Iraq,lowerlevel,G-02,B,French,S,Father,-0.8902987466083246,80,13,10,No,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,-0.046038461808359424,87,50,41,No,Bad,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,-0.2075152144348403,92,29,33,No,Bad,Under-7,M
F,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,-1.02887980128392,97,15,14,No,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,-1.077627275686742,82,20,30,No,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,-0.6005788551960278,97,15,14,No,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,-0.6396449734534688,82,20,30,No,Good,Under-7,H
M,Lybia,Lybia,lowerlevel,G-02,B,French,F,Mum,-0.7611800916326932,3,9,3,No,Good,Above-7,L
M,Lybia,Lybia,lowerlevel,G-02,B,French,S,Mum,-0.9814856689954656,4,12,7,No,Good,Above-7,L
M,Egypt,Egypt,lowerlevel,G-02,B,French,F,Mum,-1.541578084962496,13,6,6,No,Good,Above-7,L
M,Egypt,Egypt,lowerlevel,G-02,B,French,S,Mum,-1.4087554853686173,9,11,10,No,Good,Above-7,L
F,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,-1.2335279956744012,94,40,11,Yes,Good,Under-7,M
F,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,-0.5621667637453481,89,21,13,Yes,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,French,F,Mum,-0.37877727384669646,98,42,21,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Mum,-0.2075152144348403,97,41,23,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,B,French,F,Father,-0.3089675767860047,88,32,25,Yes,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Father,-0.5621667637453481,87,21,27,Yes,Good,Under-7,M
F,lebanon,lebanon,lowerlevel,G-02,B,French,F,Mum,0.8364839065394598,98,52,15,Yes,Good,Under-7,H
F,lebanon,lebanon,lowerlevel,G-02,B,French,S,Mum,0.9097875701521708,90,51,17,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,F,Father,-0.7611800916326932,88,31,28,Yes,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,S,Father,-1.2335279956744012,98,41,38,Yes,Good,Above-7,M
M,Palestine,Jordan,lowerlevel,G-02,A,Arabic,F,Father,1.259354588329749,98,41,38,Yes,Good,Under-7,H
M,Palestine,Jordan,lowerlevel,G-02,A,Arabic,S,Father,1.0293011028247459,88,51,39,Yes,Good,Under-7,H
M,Iraq,Iraq,lowerlevel,G-02,A,Arabic,F,Father,1.0293011028247459,95,21,28,Yes,Good,Under-7,H
M,Iraq,Iraq,lowerlevel,G-02,A,Arabic,S,Father,0.9818800414556953,70,31,29,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,F,Father,-1.2335279956744012,18,71,38,Yes,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,S,Father,-1.2335279956744012,58,51,48,Yes,Good,Above-7,M
F,Palestine,Jordan,lowerlevel,G-02,A,Arabic,F,Mum,1.4357999417883758,88,60,31,No,Good,Under-7,H
F,Palestine,Jordan,lowerlevel,G-02,A,Arabic,S,Mum,0.9097875701521708,81,51,34,No,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,F,Father,-1.2335279956744012,17,50,21,No,Bad,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,S,Father,-0.2075152144348403,2,29,23,No,Bad,Under-7,M
F,Jordan,Jordan,lowerlevel,G-02,A,Arabic,F,Father,-1.2335279956744012,20,22,97,No,Bad,Above-7,L
F,Jordan,Jordan,lowerlevel,G-02,A,Arabic,S,Father,-1.541578084962496,9,19,98,No,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Father,-1.2335279956744012,10,40,51,No,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Father,-0.2075152144348403,2,29,23,No,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Mum,-0.7611800916326932,90,50,61,Yes,Bad,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Mum,-0.3089675767860047,82,59,63,Yes,Bad,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Father,-1.2335279956744012,30,50,91,Yes,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Father,-1.1278678741743022,22,59,83,Yes,Bad,Above-7,L
F,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Father,-1.1797679172490236,20,20,98,No,Bad,Above-7,L
F,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Father,-1.2335279956744012,12,29,93,No,Bad,Above-7,L
M,Iraq,Iraq,lowerlevel,G-02,B,Arabic,F,Mum,0.7618976162302694,82,20,28,Yes,Good,Under-7,H
M,Iraq,Iraq,lowerlevel,G-02,B,Arabic,S,Mum,0.786906932969519,83,29,33,Yes,Good,Under-7,H
F,Iraq,Iraq,lowerlevel,G-02,B,Arabic,F,Mum,1.2368465820605263,92,40,28,Yes,Good,Under-7,H
F,Iraq,Iraq,lowerlevel,G-02,B,Arabic,S,Mum,1.0056531023589537,93,49,23,Yes,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Mum,-0.9814856689954656,90,21,97,Yes,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Mum,-0.7611800916326932,77,31,88,Yes,Good,Under-7,M
M,Jordan,SaudiArabia,lowerlevel,G-02,B,Arabic,F,Mum,-1.6150128300485085,10,11,7,No,Good,Above-7,L
M,Jordan,SaudiArabia,lowerlevel,G-02,B,Arabic,S,Mum,-1.541578084962496,0,1,8,No,Good,Above-7,L
F,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Mum,1.2142328015847423,81,50,10,Yes,Good,Above-7,M
F,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Mum,1.259354588329749,88,54,12,Yes,Good,Above-7,M
F,Iraq,Iraq,MiddleSchool,G-07,A,Biology,F,Mum,1.1686810951614113,98,50,20,Yes,Good,Under-7,H
F,Iraq,Iraq,MiddleSchool,G-07,A,Biology,S,Mum,1.259354588329749,90,57,22,Yes,Good,Under-7,H
M,Jordan,Palestine,MiddleSchool,G-07,A,Biology,F,Mum,0.9818800414556953,91,50,40,Yes,Good,Under-7,H
M,Jordan,Palestine,MiddleSchool,G-07,A,Biology,S,Mum,0.786906932969519,98,54,72,Yes,Good,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,1.0293011028247459,80,46,61,Yes,Bad,Under-7,M
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Father,1.1457396390999743,82,59,63,Yes,Bad,Under-7,M
M,Palestine,Palestine,MiddleSchool,G-07,A,Biology,F,Father,1.2142328015847423,90,86,81,Yes,Good,Under-7,H
M,Palestine,Palestine,MiddleSchool,G-07,A,Biology,S,Father,1.2368465820605263,92,89,83,Yes,Good,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,-0.07763815293064191,71,40,26,No,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Father,-0.2075152144348403,80,34,22,No,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Father,0.9339496394829189,81,80,86,No,Good,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Father,0.6603164022078486,89,64,82,No,Good,Under-7,H
F,Syria,Syria,MiddleSchool,G-07,A,Biology,F,Mum,1.392270769036005,95,70,70,Yes,Good,Under-7,H
F,Syria,Syria,MiddleSchool,G-07,A,Biology,S,Mum,1.0293011028247459,91,87,72,Yes,Good,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,F,Mum,-1.7839425298811722,9,10,1,No,Bad,Above-7,L
M,Jordan,Jordan,MiddleSchool,G-07,A,Biology,S,Mum,-1.6949691441229273,8,19,3,No,Bad,Above-7,L
M,Jordan,Jordan,MiddleSchool,G-07,B,Biology,F,Father,0.25377890417769816,79,10,31,No,Bad,Under-7,M
M,Jordan,Jordan,MiddleSchool,G-07,B,Biology,S,Father,0.33875130989873203,88,9,33,No,Bad,Under-7,M
F,Jordan,Jordan,MiddleSchool,G-07,B,Biology,F,Mum,0.786906932969519,89,12,21,No,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-07,B,Biology,S,Mum,0.5029322983584925,90,19,43,No,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,F,Father,0.9818800414556953,80,66,51,Yes,Good,Under-7,M
M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,S,Father,1.0056531023589537,72,79,83,Yes,Good,Under-7,M
F,Lybia,Lybia,MiddleSchool,G-07,B,Biology,F,Mum,-1.2335279956744012,9,2,1,No,Good,Above-7,L
F,Lybia,Lybia,MiddleSchool,G-07,B,Biology,S,Mum,-1.289393887528953,7,9,3,No,Good,Above-7,L
M,Iraq,Iraq,MiddleSchool,G-07,B,Biology,F,Father,1.4357999417883758,90,86,71,Yes,Good,Under-7,H
M,Iraq,Iraq,MiddleSchool,G-07,B,Biology,S,Father,1.2368465820605263,92,89,83,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,F,Father,1.2142328015847423,90,76,81,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-07,B,Biology,S,Father,1.4574253054042943,96,89,84,Yes,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,1.0762306172234153,89,22,31,Yes,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,1.1226853448233156,92,29,43,Yes,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,0.786906932969519,69,46,45,Yes,Good,Above-7,M
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,0.8854909774142746,62,49,43,Yes,Good,Above-7,M
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,1.259354588329749,79,76,79,Yes,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,1.1226853448233156,77,79,68,Yes,Good,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,1.0293011028247459,80,62,11,Yes,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,1.0528262326771531,82,69,13,Yes,Good,Above-7,M
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Chemistry,F,Father,-1.2335279956744012,0,2,41,No,Bad,Above-7,L
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Chemistry,S,Father,-1.1797679172490236,2,9,49,No,Bad,Above-7,L
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,F,Father,1.1457396390999743,89,22,61,No,Bad,Under-7,H
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,S,Father,1.0293011028247459,89,23,68,No,Bad,Under-7,H
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,F,Father,1.370364239978817,87,62,81,No,Bad,Under-7,M
M,Jordan,SaudiArabia,MiddleSchool,G-08,A,Geology,S,Father,1.1915115528738685,79,73,98,No,Bad,Under-7,M
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,1.1457396390999743,87,72,10,Yes,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,1.0056531023589537,88,79,20,Yes,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,1.0293011028247459,81,71,30,Yes,Good,Under-7,M
M,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Mum,0.786906932969519,83,70,23,Yes,Good,Under-7,M
M,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,F,Mum,1.0293011028247459,82,76,19,Yes,Good,Under-7,M
